ORIGIN,DESTINATION,CARRIER,DELAY,CANCELED,TIME,DISTANCE,COST
BGR,LGA,TA,15.960000000000004,0.0,89.08,378.0,298.22000000000014
BGR,DTW,TA,3.056603773584906,0.0,128.9119496855346,750.0,282.41000000000105
ALO,ORD,TA,8.107142857142858,0.023809523809523808,66.7202380952381,234.0,204.22999999999982
TYR,DFW,TA,8.815144766146979,0.008908685968819604,54.66592427616927,102.0,194.80000000000166
TYR,IAH,TA,6.471111111111117,0.01333333333333334,55.39555555555555,163.0,176.54000000000062
LSE,ORD,TA,10.355140186915891,0.021806853582554513,66.58878504672901,215.0,240.7300000000006
LSE,MSP,TA,4.0828025477707,0.025477707006369428,52.904458598726116,119.0,167.06000000000043
RDU,ATL,TA,8.540540540540533,0.0015444015444015427,83.11196911196912,356.0,202.6600000000029
RDU,BNA,TA,12.234615384615383,0.0,83.52307692307697,442.0,181.51000000000016
RDU,CLE,TA,19.887323943661965,0.007042253521126761,88.62676056338026,416.0,151.06000000000023
RDU,LGA,TA,18.048832271762205,0.057324840764331225,98.09554140127386,431.0,212.8000000000018
RDU,STL,TA,13.313609467455628,0.005917159763313609,116.74556213017752,667.0,197.33000000000092
RDU,ORD,TA,15.03216374269003,0.007309941520467833,126.34649122807024,646.0,187.8300000000014
RDU,HOU,TA,12.759740259740271,0.0,156.0909090909091,1050.0,207.15000000000057
RDU,BWI,TA,10.936708860759492,0.010849909584086796,63.48101265822785,255.0,158.9700000000008
RDU,PHL,TA,8.890909090909089,0.030303030303030293,80.51515151515152,337.0,270.0999999999994
RDU,TTN,TA,20.663043478260878,0.021739130434782608,81.10869565217388,373.0,93.56000000000016
RDU,IAH,TA,8.97435897435898,0.008547008547008548,166.2905982905983,1042.0,253.08000000000075
RDU,TPA,TA,11.463054187192123,0.009852216748768471,100.64039408866992,587.0,184.88000000000002
RDU,MDW,TA,7.9366666666666665,0.006666666666666659,111.02999999999996,632.0,147.5999999999993
RDU,PHX,TA,12.195652173913041,0.0,265.55434782608705,1891.0,241.09000000000012
RDU,CLT,TA,9.794827586206896,0.012068965517241374,59.077586206896555,130.0,173.7599999999985
RDU,DEN,TA,7.084690553745931,0.003257328990228011,216.66123778501628,1436.0,241.5
RDU,BOS,TA,15.746636771300444,0.002242152466367712,108.27802690582963,612.0,193.3099999999988
RDU,SFO,TA,7.082352941176469,0.035294117647058795,332.50000000000006,2400.0,317.12000000000097
RDU,LAS,TA,4.10869565217391,0.0,284.30434782608694,2026.0,241.5099999999997
RDU,FLL,TA,12.65648854961832,0.007633587786259542,117.58778625954199,680.0,138.6100000000002
RDU,MCO,TA,15.808888888888887,0.017777777777777767,94.56,534.0,189.25999999999988
RDU,IAD,TA,9.492537313432836,0.007462686567164179,61.45522388059702,224.0,203.47000000000028
RDU,JFK,TA,19.404692082111442,0.05278592375366569,93.63049853372434,427.0,183.87999999999886
RDU,MIA,TA,13.007299270072991,0.0036496350364963476,125.63138686131387,700.0,156.919999999999
RDU,MSP,TA,8.87845303867403,0.0,157.01104972375688,980.0,257.4700000000003
RDU,DFW,TA,10.319999999999997,0.0022222222222222196,169.77111111111105,1061.0,256.1399999999997
RDU,EWR,TA,21.765182186234817,0.016194331983805675,95.99595141700405,416.0,239.20999999999924
RDU,DCA,TA,29.28571428571428,0.03571428571428571,67.50000000000001,227.0,199.05000000000013
RDU,BDL,TA,17.29850746268657,0.014925373134328354,96.50746268656717,532.0,214.53000000000026
RDU,DAL,TA,0.5849056603773584,0.0,156.58490566037736,1052.0,171.18000000000012
RDU,DTW,TA,6.104729729729731,0.0,100.41554054054055,501.0,273.9199999999991
RDU,LAX,TA,10.895765472312704,0.0,319.69055374592836,2239.0,306.88999999999965
APN,DTW,TA,6.556962025316454,0.037974683544303806,63.55696202531646,198.0,199.3899999999996
TUL,ATL,TA,6.2821782178217775,0.0,114.25,674.0,271.89999999999895
TUL,HOU,TA,11.217391304347824,0.0,85.4703557312253,453.0,192.84999999999908
TUL,MDW,TA,3.7826086956521734,0.0,97.79347826086955,583.0,218.72999999999968
TUL,LAS,TA,11.293478260869568,0.0,165.3478260869565,1076.0,223.83000000000033
TUL,ORD,TA,12.369496855345918,0.023584905660377384,114.81603773584905,585.0,243.64999999999705
TUL,PHX,TA,8.22285714285715,0.0,148.0285714285715,935.0,239.0400000000007
TUL,MSP,TA,7.402597402597404,0.006493506493506494,125.73376623376623,615.0,279.5100000000002
TUL,DFW,TA,5.836708860759497,0.006329113924050635,69.11772151898728,237.0,158.33000000000118
TUL,DEN,TA,11.185643564356436,0.0049504950495049445,102.88861386138613,541.0,205.8200000000013
TUL,IAH,TA,8.978155339805829,0.01699029126213593,93.79126213592231,429.0,261.6399999999997
TUL,STL,TA,6.576086956521739,0.0,66.14130434782611,351.0,173.78000000000026
TUL,MIA,TA,2.3846153846153846,0.0,176.76923076923077,1168.0,224.67999999999998
TUL,DAL,TA,10.558593750000004,0.0039062499999999965,55.99609375,237.0,138.41000000000022
TUL,DTW,TA,16.102564102564102,0.02564102564102564,133.28205128205136,789.0,275.8999999999998
TUL,SLC,TA,15.519480519480517,0.0,153.7792207792208,926.0,258.0699999999999
IND,ATL,TA,9.381672597864778,0.0035587188612099608,89.8434163701068,432.0,170.8399999999974
IND,LGA,TA,0.0,0.0,119.2,660.0,284.94
IND,RDU,TA,18.0,0.0,90.92,489.0,232.39000000000004
IND,MCI,TA,5.766081871345028,0.0,82.96491228070174,451.0,191.43000000000018
IND,ORD,TA,10.696322657176758,0.03677342823250301,66.44483985765125,177.0,259.5
IND,HOU,TA,9.295857988165682,0.005917159763313609,136.30177514792896,861.0,200.25
IND,BWI,TA,14.639455782312925,0.010204081632653066,94.46938775510202,516.0,204.34999999999903
IND,RSW,TA,12.639705882352938,0.022058823529411763,142.47794117647055,945.0,171.86000000000027
IND,PHL,TA,1.7272727272727273,0.045454545454545456,112.18181818181819,588.0,263.57000000000005
IND,DEN,TA,15.251785714285681,0.003571428571428568,157.51071428571427,977.0,208.28999999999766
IND,IAH,TA,10.945848375451263,0.0036101083032490937,143.42960288808675,844.0,232.3700000000011
IND,TPA,TA,11.075555555555555,0.017777777777777767,126.89777777777778,837.0,178.54000000000062
IND,PHX,TA,9.451149425287353,0.005747126436781601,216.31896551724137,1488.0,249.75
IND,CLT,TA,5.603773584905663,0.014150943396226415,97.4198113207547,427.0,222.8099999999997
IND,BOS,TA,15.395480225988694,0.011299435028248588,132.2937853107345,818.0,214.6500000000007
IND,LAS,TA,11.139097744360907,0.0,228.6315789473684,1590.0,234.5500000000011
IND,FLL,TA,10.386363636363637,0.022727272727272728,152.79545454545453,1005.0,169.77000000000018
IND,MCO,TA,16.38745387453874,0.011070110701107009,130.38745387453866,829.0,178.4700000000006
IND,MSP,TA,14.11235955056181,0.0,100.52059925093633,503.0,299.2200000000006
IND,DFW,TA,8.991111111111113,0.004444444444444439,131.81111111111125,761.0,239.22999999999928
IND,EWR,TA,18.09359605911329,0.04187192118226606,120.29064039408867,645.0,314.690000000001
IND,DCA,TA,10.3502538071066,0.010152284263959388,87.3451776649746,500.0,192.45000000000007
IND,SFO,TA,10.348837209302326,0.0,280.5232558139536,1943.0,298.22000000000037
IND,DAL,TA,12.108695652173912,0.0,118.94565217391305,755.0,180.92000000000004
IND,DTW,TA,12.74528301886792,0.018867924528301883,69.35849056603773,231.0,305.4199999999994
IND,LAX,TA,13.294573643410846,0.0,259.88759689922495,1814.0,260.6100000000003
IND,SLC,TA,15.116666666666667,0.0,207.63333333333333,1355.0,303.11000000000024
ORD,BNA,TA,14.370616113744068,0.02180094786729858,84.4454976303317,409.0,228.179999999995
